Passenger_count,Trip_distance,Fare_amount,Tip_amount,Total_amount
1,0.74,6,0,7.3
1,6.88,25,0,25
1,1.6,7.5,0,8.8
1,0.77,4.5,0,5.8
1,1.92,8.5,0,9.8
1,2.68,11.5,0,12.8
5,3.44,16,0,17.3
1,2.16,10,0,11.3
6,1,6.5,0,7.8
1,2.05,9.5,0,10.8
1,1.12,6,1.82,9.12
3,3.66,14.5,0,15.8
2,3.18,13.5,0,14.8
1,1.87,9,0,10.3
1,1.36,7,1.66,9.96
1,3.27,14,0,15.3
3,4.63,16,4.32,21.62
1,1.26,7.5,2.2,11
1,0.72,4,0,5.3
1,0.72,4.5,0,5.8
1,1.47,8.5,2.45,12.25
1,6.55,22.5,0,23.8
1,1.41,7.5,0,8.8
1,4.37,14.5,0,15.8
1,1.08,6,0,7.3
1,3.45,17.5,0,18.8
1,4.45,24,0,25.3
5,0.7,5,0,6.3
2,5.3,19,5.08,25.38
1,0.08,3,0,4.3
2,1.22,6,0,7.3
1,5.38,18,0,19.3
1,3.34,15,0,16.3
1,1.21,6.5,0,7.8
2,0.82,6,0,7.3
6,8.11,28,0,29.3
1,0.71,5,0,6.3
1,4.92,16.5,0,17.8
3,2.59,10,0,11.3
1,2.4,12,0,13.3
1,2.75,11.5,0,12.8
1,1.49,7.5,0,8.8
1,0.6,4.5,0,5.8
1,4.5,17,3,21.3
1,1.17,5.5,0,6.8
1,0.82,8,0,9.3
1,5.72,18.5,0,19.8
1,6.31,22,0,23.3
1,8.04,25,0,26.3
6,0.02,3.5,0,4.8
1,9.46,27,0,28.3
1,0.72,4.5,0,5.8
1,5.76,20.5,0,21.8
1,2.29,11,0,12.3
1,9.1,27,0,28.3
1,1.82,9,0,10.3
1,5.17,20,4.26,25.56
1,0.7,5,0,6.3
1,5.19,17,1.5,19.8
1,1.99,8.5,0,9.8
2,3.03,12.5,1.08,14.88
1,1.17,6.5,0,7.8
1,9.85,30,3,34.3
1,2.75,12.5,0,13.8
1,6.46,21.5,1,23.8
1,0.94,7,1.66,9.96
5,7.99,24,5.06,30.36
1,4.17,18,0,19.3
5,1.73,8,0,9.3
5,1.9,9,0,10.3
1,2.06,9.5,0,10.8
1,2.9,10.5,2.36,14.16
1,0.67,5,0,6.3
1,0.61,4.5,1.45,7.25
1,0.81,5,0,6.3
1,8.08,25,0,26.3
1,1.99,9.5,0,10.8
5,1.58,7.5,0,8.8
1,9.17,27.5,0,34.34
5,4.83,17,3.66,21.96
1,5,18,0,19.3
1,1.79,9,0,10.3
1,3.97,15.5,3.36,20.16
1,0.48,4,1,6.3
5,4.82,19,0,20.3
1,5.76,19.5,5.2,26
1,3.9,16,5.19,22.49
1,0.79,5,0,6.3
1,5.54,20.5,4.36,26.16
1,3.82,14.5,3.16,18.96
1,5.58,19,3,23.3
1,0.9,5.5,3,9.8
1,2.73,13,2.86,17.16
6,1.56,7,1.66,9.96
5,3.28,13,0,14.3
1,0.97,6,0,7.3
1,3.24,13.5,0,14.8
1,10.52,33.5,8.7,43.5
5,4.75,19.5,0,20.8
1,7.53,24.5,4.64,30.44
1,2.3,12.5,2.76,16.56
1,2.44,12,0,13.3
1,2.41,12,3.32,16.62
1,3.48,11.5,0,12.8
1,1.58,7.5,1.76,10.56
1,5.66,17.5,0,18.8
1,1.72,8.5,1.96,11.76
3,1.67,7.5,1.76,10.56
1,1.56,8.5,0,9.8
1,1.02,5.5,0,6.8
1,1.81,8,2,11.3
1,2.3,10.5,5,16.8
1,2.26,11.5,0,12.8
5,8.17,25.5,0,26.8
1,0.45,4,0,5.3
2,11.85,34,5,40.3
1,7.85,24.5,0,25.8
1,2.68,11,0,12.3
1,2.27,10,0,11.3
5,2.21,10,0,11.3
3,1.5,8.5,2.94,12.74
1,2.65,11.5,0,12.8
1,4.92,19,5.08,25.38
1,4.5,14,0,15.3
1,1.42,8.5,2.45,12.25
1,0.9,6.5,1.95,9.75
1,2.47,11,0,12.3
1,4.02,18.5,0,19.8
1,3.25,12,0,13.3
1,8.26,26.5,8.34,36.14
2,6.78,23,6.08,30.38
6,2.81,13.5,3.7,18.5
2,3.26,15,3.26,19.56
2,1.44,7.5,2.64,11.44
2,0.95,7,0,8.3
1,0.57,4.5,0,5.8
1,3.06,13.5,2.96,17.76
1,0.54,4,0,5.3
5,1.8,7.5,0,8.8
2,3.66,14,0,15.3
1,0.97,5.5,0,6.8
1,3.4,13,0,14.3
1,0.62,5,0,6.3
1,2.05,9.5,0,10.8
1,5.66,20.5,0,21.8
1,0.47,4,0,5.3
1,3.24,13,2.86,17.16
6,3.05,14.5,3.16,18.96
1,1.74,7.5,0,8.8
1,0.52,4.5,0,5.8
1,2.45,13,0,14.3
1,1.87,9,0,10.3
1,4.73,17,0,18.3
1,3.64,14,3.06,18.36
2,2.37,11.5,3.84,16.64
1,9.41,28,5.86,35.16
1,7.98,23.5,0,24.8
1,3.11,11.5,0,12.8
1,14,41.5,0,42.8
1,3.38,15,0,16.3
1,2.93,10.5,2.36,14.16
1,0.35,3,0,4.3
1,4.65,19.5,5.2,26
1,0.69,5,0,6.3
1,3.81,15,0,16.3
1,2.68,13.5,0,14.8
1,1.35,6.5,0,7.8
1,8.74,25.5,6.7,33.5
1,12.07,35.5,7.36,44.16
1,2.8,11,0,12.3
1,3.58,14,3.06,18.36
1,1.39,7,1.66,9.96
1,0.91,6,0,7.3
1,3.48,13.5,0,14.8
3,1.21,6.5,0,7.8
1,2.01,9,2.58,12.88
1,5.88,22,5.82,29.12
1,2.81,12,3.32,16.62
1,3.36,15,3.26,19.56
1,3.78,13.5,0,14.8
1,1.44,6.5,1.56,9.36
1,0.91,5.5,0,6.8
1,0.07,2.5,0,3.8
2,3.52,14.5,3.16,18.96
1,0.72,5,0,6.3
1,0.82,6,0,7.3
1,9.32,30,0,31.3
1,0.9,6,1.46,8.76
1,2.64,10,0,11.3
1,9,29,6.06,36.36
1,2.26,11,2.46,14.76
3,5.27,19.5,4.16,24.96
5,7.13,27.5,5.76,34.56
1,3.69,15.5,4.2,21
1,1.8,8.5,1.96,11.76
1,2.72,11.5,2.56,15.36
1,1.85,9,0,10.3
1,1.52,8,0,9.3
1,4.38,15,0,16.3
1,2.41,10.5,2.36,14.16
1,0.06,2.5,0,3.8
1,1.02,6.5,0,7.8
1,1.38,7.5,0,8.8
1,2.29,9,0,10.3
2,1.26,7,0,8.3
1,1.28,7.5,1.76,10.56
1,0.71,5,0,6.3
1,3.7,14.5,3.16,18.96
1,2.76,11,0,12.3
1,4.96,19,6.09,26.39
1,0.95,5,0,6.3
1,8.92,27,4.24,32.54
1,3.6,14,0,15.3
5,3.17,13.5,1.2,16
1,2.77,14,0,15.3
1,2.39,10.5,0,11.8
1,6.62,22.5,0,23.8
1,9.91,29.5,0,30.8
5,5.15,19.5,4.16,24.96
1,2.13,10.5,2.36,14.16
1,3.27,14,0,15.3
1,3.77,14,0,15.3
2,9.8,30,0,31.3
1,5.65,19,0,20.3
4,1.58,7,0,8.3
1,1.01,6,0,7.3
1,2.96,13.5,2.96,17.76
1,4.63,16,0,17.3
1,4.37,16,0,17.3
5,1.81,9.5,4,14.8
1,4.02,17.5,0,18.8
1,3.15,11.5,2.56,15.36
4,2.07,11,3.08,15.38
1,0.58,4.5,0,5.8
1,1.36,7,1.66,9.96
2,7.38,22,8.65,37.49
1,3.22,15.5,0,16.8
1,2.71,11,0,12.3
1,1.31,6.5,0,7.8
1,1.39,7.5,0,8.8
1,1.14,7,1.66,9.96
1,0.67,4.5,0,5.8
1,2.83,10.5,0,11.8
1,0.91,5,0,6.3
1,9.84,17,0,17
6,0.81,5,0,6.3
2,4.52,16.5,3.56,21.36
1,0.93,6,0,7.3
1,3.01,13.5,2.96,17.76
2,1.48,7,0,8.3
1,2.59,10.5,2.95,14.75
5,5.52,16.5,5.66,29
2,1.06,6,0,7.3
1,11.8,36,7.46,44.76
1,1.3,7,0,8.3
1,1.93,9.5,0,10.8
1,2.61,12,0,13.3
1,4.26,19,4.06,24.36
5,1.95,8,0,9.3
1,7,28.5,5.96,35.76
1,2.38,9.5,0,10.8
1,3.55,12.5,2.76,16.56
5,11.89,34.5,8.95,44.75
1,4.23,15,0,16.3
5,6.93,26,0,27.3
1,0.36,4,0,5.3
3,1.97,8,0,9.3
1,0.71,4.5,0,5.8
1,2.08,10.5,0,11.8
5,5.53,22,0,23.3
1,2.16,13,3.58,17.88
2,1.22,6.5,0,7.8
1,0.79,4.5,2,7.8
1,0.94,5.5,1.36,8.16
1,1.36,6,0,7.3
1,5.63,24.5,0,25.8
1,3.78,18,0,19.3
1,3.16,14.5,0,15.8
1,4.61,14.5,4.74,20.54
1,2.4,11,0,12.3
1,17.38,47,10.77,64.61
1,1.61,8,0,9.3
1,2.49,13,0,14.3
1,1.69,8,0,9.3
1,1.14,6,0,7.3
5,2.61,12.5,0,13.8
2,1.21,7,0,8.3
3,4.33,16,0,17.3
1,2.04,11.5,3.84,16.64
1,2.72,10.5,0,11.8
1,2.76,13,2.86,17.16
1,2.79,12,4,17.3
1,8.1,32.5,6.76,40.56
1,0,30,0,30
1,1.56,7.5,0,8.8
1,5.49,19,0,20.3
1,0.99,6,1.46,8.76
1,0.64,5.5,1,7.8
2,1.16,5.5,0,6.8
1,1.62,7.5,0,8.8
1,2.43,10,2.82,14.12
1,9.79,29.5,0,36.34
2,3.34,12.5,2.76,16.56
1,0.41,3.5,0,4.8
1,4.55,15,0,16.3
1,3.1,14,3.82,19.12
1,1.28,6.5,1.95,9.75
5,5.23,20,0,21.3
1,0.85,6,0,7.3
5,4.2,16.5,0,17.8
1,1.8,9,0,10.3
1,3.12,12.5,2.76,16.56
1,2.76,11.5,2.56,15.36
1,0.59,5.5,0,6.8
1,1.05,6,0,7.3
1,2.64,12.5,2.76,16.56
1,1.96,10,2.26,13.56
1,3.8,14,3.06,18.36
1,1.58,8.5,0,9.8
1,0.9,5,0,6.3
1,0.94,5.5,1.36,8.16
1,4.93,16,0,17.3
6,0.48,4.5,0,5.8
1,3.61,15.5,4.2,21
1,1.79,8,0,9.3
1,1.77,9,0,10.3
1,7.99,27,8.49,36.79
1,2.33,12.5,0,13.8
1,0.83,6,0,7.3
1,1.29,6.5,0,7.8
1,0,11.5,0,12.8
1,2.61,10.5,0,11.8
1,1.86,10,0,11.3
1,0.39,4.5,1.74,7.54
5,3.42,15,0,16.3
1,5.8,22,4.66,27.96
1,1.36,7,0,8.3
2,1.74,10,0,11.3
1,10.53,30,0,31.3
1,13.64,41,7.18,55.02
1,0.83,5.5,1.36,8.16
1,1.31,7,0,8.3
1,1.4,7,0,8.3
1,1.43,7.5,0,8.8
1,3.07,11,3,15.3
1,9,27,0,28.3
2,7.49,25.5,0,26.8
1,0.86,5.5,0,6.8
1,7.22,26,0,27.3
1,0.68,4.5,0,5.8
1,1.43,6.5,0,7.8
1,1.48,8.5,0,9.8
1,1.2,7,0,8.3
2,3.74,15,3.26,19.56
3,1.22,6.5,0,7.8
1,1.46,7,0,8.3
1,0.57,4,0,5.3
1,2.06,10,0,11.3
1,2.55,10,2.26,13.56
1,5.09,20,3.25,24.55
1,2.09,8.5,0,9.8
1,0.97,6.5,1.56,9.36
1,1.24,7.5,1.76,10.56
1,2,10.5,0,11.8
1,1.58,8.5,0,9.8
1,2.19,9,0,10.3
4,1.82,9.5,2.16,12.96
1,1.13,7,0,8.3
1,3.96,15,4.08,20.38
1,1.67,8,0,9.3
5,3.1,14,0,15.3
1,0.84,5.5,0,6.8
1,4.17,14,3.06,18.36
1,0.81,5.5,0,6.8
1,3.7,15,0,16.3
1,2.07,9.5,1.62,12.42
2,5.37,17.5,1,19.8
1,0.21,3.5,0,4.8
6,1.83,9.5,0,10.8
1,0.64,4.5,0,5.8
1,1.56,7.5,1.76,10.56
1,7.87,32,0,33.3
1,1.66,9.5,0,10.8
1,2.47,10,0,11.3
1,6.31,20.5,2,23.8
1,4.22,15,0,16.3
1,2.89,11.5,2.56,15.36
1,3.28,17,0.05,18.35
1,0.73,5.5,1.7,8.5
1,6.47,21,5.58,27.88
1,1.45,8,0,9.3
5,3.05,12,0,13.3
1,6.95,26,4,31.3
1,5.78,18,0,19.3
1,5.18,18,3.86,23.16
3,4.04,17,3.66,21.96
5,0.49,4.5,10,15.8
1,11.5,36,7.46,44.76
1,1.29,6.5,0,7.8
5,1.72,8,0,9.3
1,1.16,6.5,1.56,9.36
5,1.29,6,0,7.3
1,2.32,9.5,2.16,12.96
1,3.37,13.5,0,14.8
1,5.21,17,0,18.3
1,1.86,10.5,0,11.8
1,0.08,2.5,0,3.8
1,9.49,30,6.26,37.56
1,3.61,13,0,14.3
1,7.01,22.5,4.76,28.56
6,5.92,18,3.86,23.16
1,3.26,13.5,0,14.8
1,3.22,14.5,0,15.8
1,6.8,23,6.08,30.38
5,2.88,14.5,0,15.8
1,3.16,12,2.66,15.96
1,4.16,16,0,17.3
1,2.78,13.5,0,14.8
3,3.58,16.5,0,17.8
1,6.94,20.5,0,21.8
1,1.7,7.5,0,8.8
1,0.99,5.5,1.7,8.5
6,3.77,13,0,14.3
1,8.38,25.5,0,26.8
1,2.77,11,0,12.3
1,1.98,9.5,0,10.8
1,1.86,10,0,11.3
1,1.92,9,0,10.3
1,3.82,15.5,3,19.8
1,3.44,13,0,14.3
1,2.86,11,0,12.3
1,0.63,5,0,6.3
2,0.88,6,0,7.3
2,1.28,9,0,10.3
1,1.22,5.5,0,6.8
1,0.86,5.5,2,8.8
1,5.73,24,5.06,30.36
1,1.87,9,1,11.3
2,3.13,12.5,0,13.8
1,4.7,16.5,5.84,29.18
1,9.78,27.5,5,33.8
1,1.48,8.5,0,9.8
1,7.77,31,0,32.3
1,3.7,19,0,20.3
1,1.18,6.5,0,7.8
1,4.41,16.5,3.56,21.36
1,1.88,9.5,0,10.8
1,3.55,16,0,17.3
1,4.44,16,3.46,20.76
1,1.49,8.5,0,9.8
1,3.68,16,0,17.3
1,0.86,5,0,6.3
1,2.75,11.5,0,12.8
1,15.58,44.5,0,51.34
1,5.22,17,0,18.3
1,5.93,22,5.82,29.12
1,3.49,14,1.7,17
1,3.78,15.5,0,16.8
5,13.44,38.5,9.07,54.41
1,2.36,9.5,0,10.8
1,0.4,4,0,5.3
1,4.26,17,5.49,23.79
1,3.11,15.5,0,16.8
1,1.22,7,0,8.3
1,1.35,7,0,8.3
1,1.91,11,2.46,14.76
5,2.85,10.5,0,11.8
1,0.93,5,0,6.3
1,4.39,18,5.79,25.09
1,13.07,39,1,41.3
3,0,35,0,35
3,1.25,8.5,0,9.8
1,1.73,8.5,2,11.8
2,2.08,9.5,1,11.8
1,10.83,31.5,0,32.8
1,1.8,8.5,0,9.8
2,1.17,6,1.3,8.6
1,1.6,7,2.08,10.38
1,3.21,12.5,2.76,16.56
2,1.03,5.5,0,6.8
1,1.8,8.5,1.96,11.76
2,1.36,7.5,0,8.8
1,0.99,5.5,0,6.8
1,2.01,10,0,11.3
1,3.04,12.5,0,13.8
1,3.65,15.5,0,16.8
1,8.05,27.5,0,28.8
1,3.11,11.5,3.84,16.64
1,0.48,4.5,0,5.8
3,6.61,25,5.26,31.56
1,0.8,6.5,1,8.8
1,4.36,15.5,3.36,20.16
1,2.07,11.5,0,12.8
1,0.99,5,0,6.3
1,3.88,16.5,0,17.8
1,3.14,12.5,0,13.8
1,3.13,13.5,3.7,18.5
1,5.28,18,0,19.3
1,3.45,14.5,3.16,18.96
1,1.38,8,1.86,11.16
1,4.09,13.5,0,14.8
1,3.43,14,0,15.3
1,2.07,10.5,0,11.8
1,6.09,19,4.06,24.36
1,2.65,11.5,0,12.8
1,3.56,12.5,0,13.8
1,0.49,4.5,1.16,6.96
1,3.61,15.5,0,16.8
1,2.43,11,2.46,14.76
1,2.83,14,0,15.3
1,3.93,16,0,17.3
1,2.18,10,2.26,13.56
5,0.68,5.5,0,6.8
1,0.43,4,0,5.3
1,0.62,4.5,0,5.8
1,2.03,9,0,10.3
1,4.41,16.5,3.56,21.36
1,8.84,27.5,0,28.8
1,1.36,8,0,9.3
1,1.49,7.5,1.76,10.56
1,2.08,10.5,0,11.8
1,4.88,16,2,19.3
1,1.17,6.5,0,7.8
1,1.52,8,0,9.3
1,5.59,19,0,20.3
1,3.46,17,1.08,19.38
1,0,4,0,5.3
1,5.14,19.5,4.16,24.96
1,1.76,10,0,11.3
1,2.1,9.5,0,10.8
1,3.47,12,2.66,15.96
5,4.98,19.5,5.2,26
1,6.72,22.5,0,23.8
1,2.1,10,0,11.3
1,0.89,5.5,0,6.8
1,1.82,9.5,0,10.8
5,7.98,27,0,28.3
1,4.2,16.5,0,17.8
1,2.99,12.5,1,14.8
1,3.12,12,2.5,15.8
1,1.22,6,0,7.3
1,1.7,8.5,0,9.8
1,7.39,24.5,3.66,35
1,1.14,6,0,7.3
1,1.17,7,0,8.3
1,1.81,7.5,0,8.8
1,1.72,9,0,10.3
1,5.59,23,0,24.3
1,0.61,4.5,0,5.8
1,2.47,10.5,3.54,15.34
1,1.6,8,2.32,11.62
1,1.24,6.5,0,7.8
1,1.13,8,1.86,11.16
1,3.78,15,0,16.3
2,9.11,26.5,0,27.8
1,6.36,21,4.46,26.76
1,2.83,12.5,4.14,17.94
5,1.86,7.5,0,8.8
1,10.62,32,0,33.3
5,1.4,7.5,0,8.8
1,2.72,13,0,14.3
1,16.27,45,11.58,57.88
1,0.43,4.5,0,5.8
1,4.78,18,0,19.3
1,0,10,0,10
2,1.14,6,0,7.3
1,1.24,6,0,7.3
1,3.73,15.5,3.36,20.16
1,5.41,19.5,4.16,24.96
1,3.09,14.5,0,15.8
3,5.44,20,8.05,34.89
1,7.5,35,0,36.3
1,4.32,16.5,0,17.8
1,1.63,8,1,10.3
1,0.32,4,0,5.3
1,1.24,6.5,0,7.8
1,1.62,8.5,0,9.8
1,3.44,13.5,2.96,17.76
1,4.82,20,0,21.3
1,3.74,15.5,0,16.8
1,5.68,19.5,3,23.8
1,2.13,9.5,2.7,13.5
1,0.65,4.5,1.45,7.25
1,0.92,5.5,0,6.8
1,3.95,18,0,19.3
2,3.22,13.5,2.96,17.76
1,6.35,20,0,21.3
1,2.25,10.5,0,11.8
1,3.23,12.5,0,13.8
1,0.82,4.5,0,5.8
1,4.92,17,4.77,28.61
1,4.58,14.5,3.16,18.96
1,2.37,11,5,17.3
1,2.27,11.5,2.56,15.36
1,4.78,19.5,5.2,26
2,7.53,23,4.86,29.16
1,1.02,5.5,0,6.8
1,0.92,5.5,0,6.8
1,2.57,9.5,0,10.8
1,2.03,16,0,17.3
1,3.81,15,3.26,19.56
1,4.34,23,4,28.3
1,1.88,8,0,9.3
1,2.35,11.5,0,12.8
1,2.7,12.5,0,13.8
1,1.31,7,2.08,10.38
2,3.48,13.5,0,14.8
1,3.2,13.5,0,14.8
1,0.86,5,0,6.3
2,4.21,16.5,3.56,21.36
1,7.45,25.5,6.7,33.5
1,1.55,8,0,9.3
1,0.17,3,0,4.3
1,0.37,4,0,5.3
1,5.4,22,0,23.3
1,2.94,11,0,12.3
1,2.46,10.5,0,11.8
1,0.34,3.5,0,4.8
1,4.66,16,0,17.3
1,2.98,13,2.5,16.8
5,5.91,21,0,22.3
1,10.98,32,0,33.3
1,0.43,-4,0,-5.3
1,0.72,4.5,0,5.8
6,2.04,10.5,2.36,14.16
6,5.04,18,0,19.3
1,2.59,11.5,0,12.8
1,1.81,8,2.32,11.62
1,2.99,11.5,0,12.8
2,4.91,16,0,17.3
1,0,-4,0,-5.3
1,1.3,6.5,0,7.8
1,2.28,10.5,0,11.8
1,1.48,6.5,0,7.8
1,3.21,11,3,15.3
1,2.43,11,0,12.3
1,4.51,18,3,22.3
1,4.32,15.5,3.36,20.16
1,1.3,7,1.66,9.96
1,1.46,8,0,9.3
1,1.99,9,0,10.3
1,0.32,3.5,0,4.8
1,1.13,6.5,0,7.8
1,1.82,9,2.06,12.36
1,9,26.5,8.34,36.14
2,8.82,27,6.77,40.61
1,1.57,7.5,0,8.8
1,3.7,16.5,3.56,21.36
2,3.45,15.5,0,16.8
1,2.94,12,0,13.3
1,3.7,18,0,19.3
1,0.79,6,0,7.3
5,3.38,15,0,16.3
1,0.62,5.5,1.7,8.5
1,4.68,18,3,22.3
2,8.26,24.5,0,25.8
1,1.9,9,0,10.3
1,4.76,26.5,0,27.8
1,1.55,8,0,9.3
1,0.54,4.5,0,5.8
1,4.18,14,0,15.3
1,3.22,14.5,0,15.8
1,4.79,19,0,20.3
1,4.1,18,0,19.3
1,12.64,34.5,7.16,42.96
2,5.81,20,2,23.3
1,2.49,12,0,13.3
1,3.01,12.5,0,13.8
1,6.25,19.5,0,26.34
1,2.77,11.5,0,12.8
1,4.14,17.5,5.64,24.44
1,1.41,9,0,10.3
1,2.76,13.5,0,14.8
1,0.83,5.5,1.36,8.16
1,1.98,9,0,10.3
6,3.36,14,0,15.3
1,4.47,18.5,3.96,23.76
1,0.82,5,1.26,7.56
1,1.33,7,0,8.3
1,1.8,9,0,10.3
2,1.36,6.5,0,7.8
1,7,22.5,0,23.8
1,0.79,4,0,5.3
1,1.47,7.5,0,8.8
1,0.36,4,0,5.3
1,1.99,10,0,11.3
1,3.72,12.5,0,13.8
1,1.48,7.5,0,8.8
2,2.54,10.5,2.36,14.16
2,4.87,15.5,3.36,20.16
1,0.69,5.5,0,6.8
1,5.3,18,0,19.3
5,3.74,15,1.7,18
1,5.39,19,0,20.3
1,2.12,11,0,12.3
1,3.58,17,3.66,21.96
1,1.34,8,0,9.3
4,2.18,11,0,12.3
1,0.17,-3,0,-4.3
6,1.76,8.5,0,9.8
1,0.66,5,0,6.3
2,6.91,27,8.49,36.79
1,5.25,20.5,1,22.8
1,1.68,8,0,9.3
1,2.43,10,0,11.3
5,2.76,13,2,16.3
1,10.3,29.5,0,36.34
1,0.42,4,0,5.3
5,5.93,20,0,21.3
2,0.82,4.5,0,5.8
1,1.54,7.5,2.2,11
1,1.86,10.5,0,11.8
1,2.18,9,0,10.3
1,1.34,6.5,1.56,9.36
1,0.67,5,1.26,7.56
1,0.73,4.5,0,5.8
1,3.45,14,0,15.3
1,2.82,14,0,15.3
1,0.6,4,0,5.3
1,0.44,5.5,1.02,7.82
1,7.05,23,4.86,29.16
1,1.08,6.5,0,7.8
1,5.78,22,2.5,25.8
1,7.51,22,0,23.3
1,2.04,9.5,0,10.8
1,2.02,9,0,10.3
1,4.85,17,3.66,21.96
1,0.8,5.5,0,6.8
1,1.27,6.5,0,7.8
1,2.97,14,0,15.3
1,1.7,8,0,9.3
1,3.65,15,2,18.3
1,1.86,9,0,10.3
1,0.88,5.5,0,6.8
1,1.32,7.5,0,8.8
1,4.8,14.5,0,15.8
1,1.68,9,0,10.3
1,1.22,7,0,8.3
1,3.18,13,0,14.3
1,2.23,9.5,0,10.8
1,4.38,20,6.39,27.69
1,6.53,20.5,1,22.8
1,4.4,17.5,0,18.8
1,8.14,29.5,3,33.8
3,3.81,13.5,0,14.8
1,1.27,7.5,0,8.8
1,0.14,3.5,0,4.8
1,1.01,6,2.19,9.49
1,1.46,7,0,8.3
1,2.64,10,0,11.3
1,1.26,6.5,0,7.8
1,0,2.5,17,20.8
5,1.72,9,0,10.3
2,3.3,13.5,4.44,19.24
1,1.83,8.5,1.96,11.76
1,2.01,10,0,11.3
1,1.42,7.5,0,8.8
1,3.53,13.5,3.7,18.5
1,1.04,6,0,7.3
1,4.04,14.5,4.74,20.54
1,5.25,19,4.06,24.36
1,0.11,3.5,0,4.8
1,3.88,15.5,3.36,20.16
1,9.27,27.5,4,32.8
1,5.92,20.5,0,21.8
1,2.64,11,0,12.3
1,1.46,8,0,9.3
1,12.76,42.5,8.76,52.56
2,4.74,16,0,17.3
1,10.77,32,6.66,39.96
1,2.93,12.5,2.76,16.56
5,1.48,7,0,8.3
1,1.39,10,0,11.3
1,3.95,15,3.26,19.56
1,5.16,15.5,2,18.8
1,3.06,12.5,0,13.8
1,0.57,5.5,1,7.8
1,1.64,8.5,3,12.8
2,5.84,18,3.86,23.16
2,4.14,16,3.46,20.76
1,3.83,13.5,4.44,19.24
1,5.97,21.5,5.7,28.5
1,1.58,8.5,0,9.8
1,1.38,7,2.08,10.38
1,10.92,35,2,38.3
1,1.59,9.5,0,10.8
1,2.88,11.5,1,13.8
1,2.23,11,0,12.3
1,3.73,16.5,0,17.8
1,2.04,9,0,10.3
1,2.05,8.5,1.96,11.76
1,2.61,11,0,12.3
1,4.8,15.5,0,16.8
2,1.17,7.5,1.76,10.56
1,0.49,4,0,5.3
1,3.09,13.5,0,14.8
1,0.64,5,0,6.3
1,1.07,7,1,9.3
1,1.54,7,0,8.3
1,1.9,9,0,10.3
5,1.25,6.5,2.34,10.14
2,2.01,9.5,0,10.8
1,4.96,17.5,3.76,22.56
1,2.72,12,1,14.3
5,1.37,6.5,4,11.8
1,5.01,16.5,0,17.8
5,1.08,6.5,1.56,9.36
1,0,6,1.46,8.76
1,0.84,5.5,1.36,8.16
1,5.22,17.5,0,18.8
1,4.24,15.5,0,16.8
1,3.61,13,2.86,17.16
5,2.46,11.5,1,13.8
1,0.69,4.5,1.45,7.25
1,2.56,11.5,0,12.8
2,0.71,5.5,1.36,8.16
1,6.79,22.5,0,23.8
1,2.14,9.5,3.24,14.04
1,0.77,4.5,0,5.8
2,0.75,5,0,6.3
1,0.86,6,0,7.3
1,1.27,6.5,1.95,9.75
1,2.75,12,0,13.3
1,2.4,11,2.46,14.76
1,3.15,11,1.7,14
1,0.98,6,0,7.3
1,3.13,11,0,12.3
1,3.65,15.5,0,16.8
1,2.86,15,4.89,21.19
1,0.61,5,0,6.3
1,4.75,19,4.06,24.36
1,9.94,34.5,0,35.8
1,2.56,12,0,13.3
1,2.42,10.5,2.36,14.16
5,4.85,15.5,4.2,21
1,0.07,52,0,52.8
1,1.06,6,1.82,9.12
2,7.13,21.5,4.56,27.36
6,16.1,46.5,2,49.8
1,10.3,29.5,7.27,43.61
1,2.01,8.5,0,9.8
2,1.71,8.5,1.96,11.76
1,1.6,8.5,0,9.8
1,0.74,5,0,6.3
1,10.53,34,8.82,44.12
1,1.49,7,0,8.3
1,1.7,8,2.79,12.09
2,2.53,11,0,12.3
1,1.77,8.5,1.96,11.76
1,1.05,6,0,7.3
1,0.79,5,0,6.3
1,3.39,13,0,14.3
1,2.66,11.5,0,12.8
1,2.23,11,2.46,14.76
1,2.03,10,0,11.3
1,2.46,14.5,0,15.8
1,0.65,4.5,0,5.8
1,3.82,14,0,15.3
1,4.62,18,2,21.3
1,3.91,15,0,16.3
1,1.4,7,1.66,9.96
1,1.21,10.5,0,11.8
5,0.62,4.5,1.16,6.96
1,1.07,7,0,8.3
1,7.03,22.5,0,23.8
1,2.54,11.5,7.2,20
1,1.09,6,0,7.3
1,7.28,31.5,0,32.8
1,2.37,10,0,11.3
1,5.76,19,19.7,40
1,2.3,11,0,12.3
1,2.88,14,0,15.3
1,4.05,22,4.66,27.96
1,1.73,8.5,0,9.8
2,7.2,21.5,5.7,28.5
1,2.75,12,3.32,16.62
1,6.67,21,4.46,26.76
1,2.16,10,2.26,13.56
1,0.55,4,0,5.3
1,2.1,9,0,10.3
1,4.97,17.5,0,18.8
1,1.02,6,0,7.3
5,2.42,10,0,11.3
1,7.28,23,2,26.3
1,4.27,18,0,19.3
1,2.86,13.5,0,14.8
1,1.3,7,0,8.3
1,8,25,0,26.3
1,0.74,4.5,0,5.8
1,1.32,6.5,0.2,8
5,3.32,16,4.32,21.62
1,2.76,12,0,13.3
1,1.28,6.5,0,7.8
1,1.09,7.5,0,8.8
1,2.5,11.5,0,12.8
1,3.99,15,3,19.3
1,11.95,38.5,7.96,47.76
1,5.3,18,0,19.3
5,2.12,8.5,0,9.8
1,2.84,12.5,3.45,17.25
1,10.43,32,6.66,39.96
