Passenger_count,Trip_distance,Fare_amount,Tip_amount,Total_amount
1,1.8,8,0,9.3
1,3.2,14.5,0,15.8
1,8.3,24.5,2,27.8
1,1.7,7.5,0,8.8
3,2.1,10,0,11.3
1,4.3,16,0,17.3
1,1.7,8.5,0,9.8
1,1,6,1.45,8.75
4,8.5,25,5.25,31.55
1,1.2,7,0,8.3
2,3.8,16,0,17.3
4,9.7,28,0,34.84
1,0.8,6,0,7.3
1,1,6,0,7.3
1,1,6,2,9.3
1,1.4,7,1.65,9.95
1,1.8,11.5,0,12.8
1,4.7,15.5,0,16.8
1,1.1,6.5,1.95,9.75
1,4.2,18,0,19.3
1,5,23.5,0,24.8
1,3.1,11.5,0,12.8
3,1.9,10,0,11.3
1,0.9,6,0,7.3
1,1.8,8.5,0,9.8
2,3.7,14,0,15.3
4,1.4,7.5,0,8.8
1,4.5,18,0,19.3
1,0.7,4.5,0,5.8
1,2.2,9.5,2.15,12.95
2,3.7,14.5,0,15.8
2,1.8,7.5,1.75,10.55
1,3.2,12.5,0,13.8
1,8.8,27.5,0,28.8
1,1.8,9,2.05,12.35
3,2.6,11,0,12.3
1,7.1,22.5,0,23.8
1,1.6,8.5,0,9.8
1,2.7,13,2.85,17.15
1,3.1,14,0,15.3
1,10.9,33.5,6.95,41.75
4,0.6,4.5,0,5.8
3,3.7,16.5,3.55,21.35
1,0.4,4,0,5.3
1,1.7,10,2.25,13.55
1,1.4,7,0,8.3
1,8.3,2.5,11.2,15
1,6.1,18,3.85,23.15
1,3.2,2.5,0,3.8
1,1.5,7.5,1.75,10.55
2,9,31.5,0,32.8
1,2.5,11,2.45,14.75
2,0.5,3.5,0.95,5.75
1,2.5,9.5,0,10.8
1,1.9,9,1,11.3
1,1.7,8.5,0,9.8
2,8.3,26,0,27.3
1,1.6,8.5,1.95,11.75
1,2.5,9.5,0,10.8
1,1.2,7,0,8.3
2,6.5,21,0,22.3
1,6,26,5.45,32.75
1,0.8,2.5,0,3.8
1,3.2,12,3.3,16.6
2,7.6,23.5,4.95,29.75
4,7.9,24,5.05,30.35
1,8.6,26,0,27.3
2,1.7,9.5,0,10.8
1,2.8,10,0,11.3
2,4.3,16,3.45,20.75
1,1.7,35,0,35
2,1.1,6.5,1.55,9.35
1,2,8,0,9.3
3,2.1,8.5,0,9.8
1,5.8,19,5.05,25.35
1,14.8,42.5,0,43.8
2,1.2,6.5,0,7.8
1,2,10,0,11.3
1,1.6,7.5,0,8.8
1,1.6,8.5,0,9.8
1,5.7,23,0,24.3
1,1.3,7,1.25,9.55
1,1.1,8,0,9.3
1,2,10,0,11.3
1,2,9,0,10.3
1,0.7,4.5,0,5.8
1,2.2,10,3.35,14.65
1,9.5,33.5,10.4,45.2
1,4.9,17,0,18.3
1,8.1,31.5,0,32.8
1,2.3,10.5,1,12.8
1,2.2,8,0,9.3
1,0.4,4.5,0,5.8
1,1,5.5,0,6.8
1,27.4,0,0,0
1,1.4,9,0,10.3
1,2.1,11,2.45,14.75
1,21.1,65.5,0,66.8
1,1.1,6.5,0,7.8
2,2.8,13.5,2.95,17.75
1,5.9,22,4.65,27.95
1,3.2,14.5,0,15.8
2,13.6,38,7.85,47.15
1,17.7,60.5,0,61.8
1,10.4,36,5,42.3
1,2.7,13.5,5,19.8
2,9.1,31.5,2,40.34
1,0.7,10,0,11.3
1,0.6,5,0,6.3
1,7.6,26.5,6.95,34.75
1,2.2,9,2,12.3
1,1,5.5,0,6.8
3,2.9,11,0,12.3
1,3.4,16.5,0,17.8
1,1.9,8.5,0,9.8
2,6,22,4.65,27.95
1,2.5,11.5,0,12.8
1,0.9,5,0,6.3
1,5,19,4.05,24.35
2,7.2,25.5,5.35,32.15
1,0.2,2.5,0,3.8
1,4.6,15,1,17.3
2,15.2,45,3,49.3
1,0.4,4.5,1.7,7.5
1,0.5,4,0,5.3
1,0.4,3.5,0,4.8
1,0.9,6.5,0,7.8
1,1.2,6.5,0,7.8
2,2.7,11.5,2.55,15.35
1,1,6,1.45,8.75
1,14.9,45.5,0,46.8
3,1.2,7.5,0,8.8
1,1.9,12.5,0,13.8
1,4.6,16.5,5.3,23.1
2,1.7,8,0,9.3
1,1.6,7.5,0,8.8
4,1.5,7,1.65,9.95
1,1.6,8.5,1.95,11.75
1,0.7,4.5,1,6.8
1,9.1,31,0,32.3
1,2.9,12,2.65,15.95
2,5.6,19,2,22.3
1,9.2,28.5,0,29.8
1,1.7,8,2.75,12.05
4,5.6,24,0,25.3
1,3.2,14,0,15.3
2,2.5,12.5,0,13.8
2,1.4,7,2,10.3
3,5.5,18.5,3.95,23.75
1,1.2,6,2.7,10
1,0.9,6,2.15,9.45
1,16.4,49.5,0,50.8
1,3.8,18,0,19.3
3,5.1,18,0,19.3
1,0.1,52,15.75,68.25
1,6.5,24.5,0,25.8
2,2.9,12,0,13.3
2,5.3,22.5,0,23.8
1,3,12,0,13.3
1,1.2,7.5,0,8.8
1,2.3,10,0,11.8
1,11.4,36,7.46,44.76
1,0.8,6,8.15,35.45
1,0.5,4,1.05,6.35
1,0.8,5,1.25,7.55
2,13.5,39,0,40.3
3,2,9.5,2.7,13.5
1,2,9,0,10.3
1,5.3,19,0,20.3
1,7.6,23,4.85,29.15
1,8.2,28.5,5,40.34
1,2.7,11.5,3.2,16
1,1.3,6.5,0,7.8
1,5.8,21.5,8.24,31.04
1,1.6,8.5,0,9.8
1,4.7,15,0,16.3
1,3.3,15,3.25,19.55
2,1.5,8,1.85,11.15
5,1.7,9,0,10.3
2,0.7,4.5,0,5.8
1,1.1,6.5,0,7.8
1,1.2,7.5,0,8.8
1,2.9,12,2.65,15.95
1,0.9,5.5,0,6.8
1,0.7,4.5,1.2,7
1,2.7,11,2.7,15
1,4.9,19,0,20.3
1,2,8.5,0,9.8
1,13.7,43,5,49.3
2,4.1,17.5,0,18.8
1,6.4,20,0,21.3
1,1.1,5,0,6.3
1,1.4,6,0,7.3
1,3.6,13.5,4.4,19.2
1,2.4,9,0,10.3
2,2.6,13,0,14.3
1,4.7,20.5,2,23.8
1,7.2,24.5,5.15,30.95
1,2.6,11,0,12.3
1,0.5,5,0,6.3
1,8.2,28.5,5.95,35.75
1,10.7,33.5,1,35.8
1,0.1,52,15.8,68.6
1,5.5,17.5,3,21.8
1,0.9,6,0,7.3
1,0.8,5,0,6.3
1,5.5,17,1,19.3
4,0.6,4.5,1.15,6.95
1,1.4,7.5,0,8.3
1,3.8,16.5,0,17.8
1,5.3,18,0,19.3
1,1.5,7.5,0,8.8
1,1.8,9.5,2.15,12.95
2,6.2,23,0,24.3
1,5.8,20.5,0,21.8
1,23.6,66.5,13.55,81.35
2,0.8,4.5,0,5.8
1,0.4,4,0,5.3
1,2.6,11.5,2.55,15.35
5,6.2,23.5,3,27.3
1,1.4,6.5,1.2,9
1,0.2,3.5,0,4.8
1,1.2,7.5,2.2,11
2,12.4,35.5,0,36.8
2,1.4,7.5,0,8.8
2,0.7,4.5,0,5.8
1,1,6,0,7.3
1,1.1,6,1.45,8.75
2,0.3,4,0,5.3
1,1,5.5,0,6.8
1,5.1,18,2.9,22.2
1,10.3,29,6.05,36.35
1,4.5,17,0,18.3
1,6.9,24,0,25.3
1,3.3,15,0,16.3
1,6.5,41,35,77.3
1,5.8,19.5,0,20.8
1,0.9,6.5,0,7.8
1,1.2,6.5,1.55,9.35
1,1.4,7,1.65,9.95
2,2.4,11,0,12.3
1,2.3,9.5,0,10.8
1,1.2,6.5,0,7.8
2,2.3,10.5,0,11.8
1,1.5,7,2.45,10.75
1,7.7,0,0,0
1,2.9,11,0,12.3
1,2.5,9.5,0,10.8
1,2,8.5,0,9.8
1,0.9,5.5,0,6.8
1,5.4,17.5,0,18.8
4,1,6,0,7.3
2,1.2,8,1.85,11.15
4,1.4,7,0,8.3
1,1.4,6.5,0,7.8
1,5.4,19,4.05,24.35
3,6.4,24.5,0,25.8
1,5.1,19.5,5.2,26
1,3,12,0,13.3
1,3.1,12.5,1.38,15.18
1,5.9,21,0,22.3
1,1.9,10,2.25,13.55
1,2.3,10,1,12.3
1,1.2,7,0,8.3
1,1.7,7.5,0,8.8
1,0.8,5.5,1.35,8.15
1,15.3,42.5,0,49.34
1,0.7,4.5,1.15,6.95
2,1.3,6.5,0,7.8
2,10.3,33,0,34.3
1,0.3,3.5,0,4.8
3,3.8,14,0,15.3
1,1.3,7.5,1.76,10.56
1,3.4,14,0,15.3
1,2.8,14,3.05,18.35
1,5.8,20.5,0,21.8
1,1.6,8,1.85,11.15
1,1.4,8,0,9.3
1,5.6,17.5,0,18.8
1,0.6,5,0,6.3
2,1,6,2.15,9.45
1,1.9,8.5,0,9.8
1,2.9,12.5,2.75,16.55
1,3.6,12,0,13.3
3,1.6,9,3.05,13.35
2,0.7,5.5,0,6.8
2,0.5,4.5,0,5.8
1,2.5,10.5,4,15.8
1,3.5,16,3.45,20.75
1,3.3,14,3.06,18.36
1,0.4,4.5,0,5.8
1,8.5,25.5,2,28.8
2,5.2,20,0,21.3
1,0.9,6,0,7.3
1,3.6,16,4.3,21.6
1,9.1,35,2,38.3
1,4.2,14.5,0,15.8
1,9.7,29.5,0,36.34
2,1.7,10,0,11.3
3,2.7,11.5,1.5,14.3
1,7.4,21.5,0,22.8
1,3.7,18,0,19.3
2,2.5,10.5,1,12.8
1,8.7,31,2,34.3
1,2,8,1.85,11.15
1,1.9,10,0,11.3
1,3.1,12,3.95,17.25
1,1.2,6,0,7.3
5,1.4,7,0,8.3
1,8.3,24,0,25.3
1,4.9,16.5,0,17.8
1,4.7,15.5,3.35,20.15
1,3.1,13,5,19.3
3,1.2,7.5,0,8.8
1,2.4,11.5,1,13.8
3,1.9,17,0,18.3
1,7.5,25,0,26.3
1,2.6,12,3.3,16.6
1,1.4,7,2.49,10.79
1,4.5,17,4.55,22.85
1,8.7,25,5.25,31.55
1,1.4,7,0,8.3
1,2.1,9.5,2.15,12.95
1,0.3,4,0,5.3
1,3.7,15,0,16.3
1,1.8,8,0,9.3
1,0.6,4.5,0,5.8
1,3.9,13.5,0,14.8
1,15.4,43,11.05,55.35
1,1.1,5,0,6.3
1,1.1,6,2.5,9.8
1,10.2,33.5,8,42.8
3,1.1,6.5,1.55,9.35
2,8.2,27,0,28.3
1,1.1,6,0,7.3
1,1.4,8,0,9.3
1,1.1,6.5,0,7.8
2,0.6,4.5,0,5.8
1,9.3,26.5,8.3,41.64
1,3.9,16,3.45,20.75
1,1,5.5,1.35,8.15
1,3.4,15,2,18.3
1,8.7,27.5,0,28.8
1,0.7,4,0,5.3
1,3,15,3.25,19.55
1,5.4,2.5,25,28.8
1,8.7,40,6,46
1,6.4,21.5,0,22.8
1,7.9,23.5,0,24.8
2,4.3,15,0,16.3
1,1.1,7.5,0,8.8
2,3,12.5,2.75,16.55
1,3.9,15.5,2.5,19.3
1,3.4,13,0,14.3
1,1.6,7,0,8.3
1,1,5.5,0,6.8
2,2.2,10,0,11.3
1,6.5,21.5,0,22.8
1,2.2,9.5,0,10.8
1,1.8,9,0,10.3
3,8.8,26.5,0,27.8
3,2.1,10,2.25,13.55
1,2.4,11,0,12.3
1,4.2,14.5,0,15.8
2,1,6,1.8,9.1
3,1.5,8,0,9.3
1,7,24,6.15,36.99
1,1.8,9,0,10.3
2,1.1,7.5,0,8.8
1,1.2,6,0,7.3
2,1.7,7,2.45,10.75
4,2.1,9.5,2.15,12.95
1,1.4,7.5,1.75,10.55
1,3.3,13,0,14.3
1,1.5,6.5,1.55,9.35
1,2.4,9.5,0,10.8
1,1.2,7,0,8.3
2,2.6,10.5,2.35,14.15
1,0.6,4,0,5.3
1,2.3,9,0,10.3
1,3.2,15,0,15.8
1,2.3,11,0,12.3
1,3.4,13.5,0,14.8
1,1.3,6.5,0,7.8
1,4,14.5,3.15,18.95
1,1.9,8,0,9.3
2,1.2,5.5,0,6.8
1,4.5,16,0,17.3
1,1,6.5,0,7.8
2,8,25.5,1,27.8
1,1.5,8,1,10.3
2,6.6,20,0,21.3
1,10,29,0,30.3
1,7.9,25,5,31.3
1,10.5,35.5,7.35,44.15
1,4.8,15,0,16.3
1,1.7,8.5,0,9.8
1,4.5,15.5,0,16.3
2,3.8,15,3.25,19.55
1,1.9,8,0,9.3
1,3.3,13.5,0,14.8
3,9.5,28.5,5.95,35.75
1,4.3,14.5,0,15.8
1,2.2,10.5,2.35,14.15
2,1.7,9.5,2.15,12.95
1,0.9,8.5,0,9.8
1,12.8,40.5,0,41.8
1,3.1,13.5,0,14.8
1,5.7,20.5,0,21.8
1,1.5,8.5,0,9.8
1,4.8,19,0,20.3
1,3.1,15.5,0,16.8
1,2.8,11.5,3.2,16
1,3.6,13.5,2.95,17.75
4,3.1,13.5,0,14.8
1,0.7,6,0,7.3
1,1.2,6.5,0,7.8
1,2.5,9,0,10.3
1,1.6,8.5,0,9.8
1,1.3,6,0,7.3
1,1.6,9,0,10.3
1,1.4,7,1.65,9.95
3,3.3,12.5,0,13.8
2,4.4,16.5,0,17.8
1,1.3,6.5,0,7.8
1,0.8,7,0,8.3
1,4.1,16.5,0,17.8
1,1.6,8,0,9.3
2,2.1,9,3,13.3
1,4.5,16,0,17.3
2,2.3,11.5,3.2,16
1,2.1,11.5,0,12.8
1,4.2,15.5,0,16.8
1,7.3,23,5.95,35.79
1,4.1,14.5,0,15.8
1,5.5,19,0,20.3
1,7.6,23.5,0,24.8
1,0.4,3.5,0,4.8
1,2.2,9.5,0,10.8
1,1,6,0,7.3
1,2.9,12,0,13.3
1,0.4,4.5,0,5.8
4,3.6,13,0,14.3
1,7.4,28.5,0,29.8
1,1.6,8.5,0,9.8
3,2.6,12,0,13.3
1,4.6,15,0,16.3
1,1.7,8,0,9.3
1,1.5,8,0,9.3
1,3.3,13.5,0,14.8
1,8,23.5,4.95,29.75
1,1,5.5,1.35,8.15
1,0.7,5,1.55,7.85
1,0.8,2.5,0,3.8
2,3.1,12,0,13.3
1,1.2,6,1.45,8.75
2,4.2,14,3.05,18.35
1,0.4,4,0,5.3
2,1,6,0,7.3
1,2,10,2.25,13.55
1,9.3,27,0,28.3
1,14.9,41.5,0,42.8
1,2.5,9.5,1.5,12.3
2,0.2,3.5,0,4.8
1,0.3,3,0,4.3
2,0,12.5,0,13.8
1,2.2,10.5,2.35,14.15
1,7.1,21,5.55,27.85
1,2.9,11.5,0,12.8
1,1.3,7.5,0,8.8
1,6.9,23,2,26.3
1,4.7,16.5,0,17.8
1,1.2,5.5,1.35,8.15
1,0.9,6.5,0,7.8
1,1.6,7,0,8.3
2,1.4,7.5,0,8.8
1,7.6,23.5,4.95,29.75
2,0.9,5,0,6.3
1,6.5,22.5,5.95,29.75
2,5.3,16,0,17.3
1,0.2,4,0,5.3
1,1.6,7.5,0,8.8
1,0.3,3.5,0,4.8
2,0.3,3.5,0,4.8
1,5.6,18,0,19.3
1,1.8,8,0,9.3
3,1.6,8,0,9.3
2,1.2,6.5,0,7.8
1,1.4,7.5,2.2,11
1,0.5,4,0,5.3
1,0.7,4.5,0,5.8
1,0.4,4.5,0,5.8
1,2.1,9.5,0,10.3
1,1.2,6,1.45,8.75
1,1.9,9,0,10.3
1,3.6,14.5,0.46,16.26
1,5.7,19,0,20.3
1,1.3,7.5,1.75,10.55
1,18.3,52,13.8,69.18
1,4.6,18.5,5,24.8
4,3.2,13,0,14.3
1,3.8,15.5,0,16.8
1,2.4,12,0,13.3
1,1.1,6,1,8.3
1,2.1,9.5,0,10.8
1,1.3,6.5,1.55,9.35
1,0.8,5.5,0,6.8
1,2.3,10,0,11.3
1,0.7,7,0,8.3
4,3.5,14,3.05,18.35
2,9.1,27,5.65,33.95
1,2.8,11.5,0,12.8
1,1,6,0,7.3
1,6.5,21,0,22.3
1,1.3,2.5,0,3.8
1,3.3,11.5,3.8,16.6
6,2.9,11,0,12.3
1,4.4,15,0,16.3
1,1,8.5,0,9.8
1,7,26.5,0,27.8
2,3.4,14.5,0,15.8
1,2.7,12,0,13.3
1,2.1,9,2.05,12.35
1,1.1,7,1,9.3
1,1,5.5,0,6.8
1,2.7,12,0,13.3
1,1.1,6,1.45,8.75
1,2.1,10,2.25,13.55
1,1.2,6.5,0,7.8
1,1.4,7.5,0,8.8
1,0.7,4.5,0,5.8
1,3.3,12.5,2.75,16.55
3,1.8,8,0,9.3
1,0.3,3.5,0,4.8
1,0.7,5,1.25,7.55
1,0.3,3.5,0,4.8
1,1.9,8.5,1.95,11.75
1,6.9,21.5,0,22.8
2,1.5,7.5,0,8.8
1,1.6,8,0,9.3
1,2.1,9,0,10.3
1,1.2,8,0,9.3
1,2.1,11,0,12.3
3,4.4,15.5,3.35,20.15
1,0.8,4.5,2,7.8
1,3.4,12.5,0,13.8
2,2.3,10,0,11.3
1,1.9,8.5,0,9.8
1,1.6,10,0,11.3
3,2.6,10.5,2.35,14.15
1,1.5,7.5,1.5,10.3
3,2.9,30,10,40
1,1.9,9,0,10.3
2,5.7,22,5,28.3
1,8,28,2,31.3
1,4,14.5,0,15.8
1,0.2,3.5,0,4.8
2,1.3,6.5,1.56,9.36
1,0.4,4,0,5.3
1,1.1,5.5,1.35,8.15
1,2.3,10,2,13.3
1,2,10.5,0,11.8
1,0.9,5.5,0,6.8
4,3.7,15,0,16.3
1,15.4,44,9.05,54.35
1,6,21.5,0,22.8
1,1.2,6,0,7.3
2,4.9,16.5,3.55,21.35
1,1.6,9,2.05,12.35
1,3.6,14,0,15.3
1,2.1,8.5,0,9.8
1,6.7,21.5,5.7,28.5
1,10.3,36.5,9.45,47.25
1,9.1,28.5,0,29.8
1,7.9,23.5,0,24.8
3,0.8,5,1.25,7.55
1,1.9,9.5,2.7,13.5
2,3.4,14,3.05,18.35
1,1.4,7.5,0,8.8
1,12.9,36,0,37.3
4,0.9,5,0,6.3
1,4,15.5,0,16.8
1,2.8,11,0,12.3
1,0.6,4,0,5.3
2,2.4,9.5,2.7,13.5
1,4.8,17.5,2,20.8
2,2.1,10.5,0,11.8
1,1.9,7.5,0,8.8
1,3.7,14,3.05,18.35
2,0.6,4.5,1,6.8
2,7.2,21.5,0,22.8
1,0.4,4,0,5.3
1,4.9,17,0,18.3
2,0.5,4,1.3,6.6
1,0.8,5,2,8.3
1,1.7,7.5,0,8.8
1,11.7,36.5,9.45,47.25
1,1,6.5,0,7.8
1,3.2,12,0,13.3
1,4.6,17,4.55,22.85
2,3.1,16,3.45,20.75
2,1.5,7.5,2.2,11
1,1.2,7,0,8.3
1,0.8,5,0,6.3
1,1.2,6,0,7.3
1,0,16.5,0,17.8
1,2.1,8.5,2.9,12.7
1,1.5,7.5,1.75,10.55
1,1.4,7.5,0,8.8
1,3.7,17,1,19.3
1,2.2,11,0,12.3
2,1.2,7,0,8.3
2,4.7,16,3.45,20.75
1,0.9,6,0,7.3
1,1.2,6.5,1.95,9.75
1,1.1,6,0,7.3
1,2.8,11.5,0,12.8
1,0.6,4.5,0,5.8
1,3.5,15,0,16.3
1,1,5.5,1.35,8.15
1,1.6,7.5,0,8.8
1,1.7,9.5,2.15,12.95
3,1.6,8.5,0,9.8
1,2.9,11.5,0,12.8
2,4.9,18.5,2,21.8
1,5.6,21,4.45,26.75
1,8.3,26,8.15,35.45
1,6.8,20,0,21.3
2,7.7,22.5,0,23.8
1,3.7,16.5,3.55,21.35
3,0.9,6.5,0,7.8
1,2.1,9,0,10.3
1,0.1,4,0,5.3
1,1.4,7,0,8.3
2,0.5,4.5,0,5.8
1,3.8,14,0,15.3
2,2.2,10.5,0,11.8
2,3.5,15.5,0,16.8
1,1.4,8,0,9.3
1,3.6,13.5,2,16.8
1,8.8,30,0,31.3
3,6.9,21.5,0,28.34
1,16.8,45.5,0,57.88
1,0.8,5.5,0,6.8
1,1.4,8.5,2.9,12.7
2,2.6,16,2,19.3
1,6.9,24,5.05,30.35
1,1.7,7,0,8.3
2,0.7,5,1.25,7.55
1,7.5,2.5,0,3.8
1,12.6,37.5,9.7,48.5
1,5.1,16.5,3.55,21.35
1,1.2,7.5,0,8.8
1,1.1,5.5,0,6.8
1,3.1,12,0,13.3
3,7.1,21.5,0,22.8
1,5.3,20.5,0,21.8
1,1.1,5.5,0,6.8
1,1.1,5.5,0,6.8
3,0.8,5.5,0,6.8
1,3.3,12.5,0,13.8
3,0.4,4,0,5.3
1,3,13,2.85,17.15
1,1.3,8.5,0,9.8
1,1.4,7,1.7,10
3,1.5,7,0,8.3
1,5.2,19,6.05,26.35
2,12,34,0,35.3
1,1.2,6.5,0,7.8
1,8.3,23.5,2,26.8
2,8.1,27,0,28.3
1,5.7,24.5,7.7,33.5
1,3.2,12,0,13.3
1,17.7,51,1,53.3
4,2.2,10,0,11.3
1,1.1,6,0,7.3
1,1.1,6.5,0,7.8
1,3.2,11.5,0,12.8
1,1.8,9.5,0,10.8
2,9.3,25.5,4,30.8
1,1.2,6,2.15,9.45
3,0.5,4.5,0,5.8
2,2.8,11.5,0,12.8
1,1.5,8,0,9.3
1,2.1,9.5,3.2,14
1,0.9,6,0,7.3
1,1,7,0,8.3
1,4.1,17.5,0,18.8
1,0.7,5,1,7.3
2,3.5,14,3,18.3
1,1.1,6.5,0,7.8
2,4.1,18.5,4.95,24.75
1,0.8,5,1.85,8.15
2,5.5,17,0,18.3
1,4.5,18.5,3.95,23.75
1,1.9,7.5,0,8.8
1,0.8,5,0,6
1,2.2,11.5,3.2,16
1,1.3,6.5,1,8.8
1,0.9,5.5,0,6.8
1,0.8,5,0,6.3
1,1.3,7,0,8.3
1,1.5,7.5,2.6,11.4
2,9.1,28.5,5.95,35.75
1,2.9,13,0,14.3
1,3,12,0,13.3
2,4.4,16,2,19.3
2,17.2,49,0,50.3
1,10.9,32.5,0,33.8
2,2.1,11,0,12.3
1,4.9,18,5.75,25.05
1,4.9,24.5,0,25.8
1,1.9,8,0,9.3
1,1,6,1.45,8.75
1,3.3,14,0,15.3
1,2.5,11,0,12.3
1,3,12.5,2.75,16.55
1,0.8,5,2,8.3
1,1,6,0,7.3
1,1.6,8,0,9.3
1,1.5,7.5,0,8.8
2,2,9,0,10.3
1,3.9,15,3.25,19.55
1,6.7,23,0,24.3
1,3.3,13.5,0,14.8
3,3.5,14,0,15.3
1,5.4,18.5,0,19.8
1,2.9,16,1.5,18.8
1,2.3,10,0,11.3
1,5,17,0,18.3
1,4.1,18,0,19.3
1,3.1,11,0,12.3
1,9.4,28.5,0,29.8
3,0.6,4,0,5.3
1,1.9,9,0,10.3
1,2.7,12.5,0,13.8
3,4,15.5,3,19.8
1,2.1,9,0,10.3
1,2,8.5,2,11.8
1,1.2,6,1.45,8.75
3,0.5,4.5,1.7,7.5
1,3.2,13,0,14.3
1,2.8,10.5,2.95,14.75
1,5.6,2.5,0,3.8
1,0.9,5,0,6.3
2,20.3,53.5,10.95,65.75
2,3.5,15,3.25,19.55
1,4.9,16,0,17.3
3,1.4,7,0,8.3
1,3.1,13,0,14.3
1,7.6,27.5,0,28.8
1,0.7,5.5,0,6.8
1,1.7,8.5,0,9.8
1,1.2,7,0,8.3
1,3.5,16,0,17.3
4,1,6,1.8,9.1
2,0.5,4,0,5.3
1,5.2,16.5,0.08,17.88
1,7.2,21.5,0,22.8
1,2.9,13.5,4,18.8
1,4.9,18,3,22.3
1,6.5,22,0,23.3
1,5.3,18,0,19.3
2,3.5,13,3,17.3
2,1.2,6,0,7.3
2,1.2,7.5,0,8.8
2,1.4,9,0,10.3
1,3.3,13,0,14.3
2,3.9,13.5,0,14.8
1,1.7,7.5,1.75,10.55
1,5.2,17.5,3.75,22.55
1,1.2,6,1.45,8.75
1,1.6,7.5,0,8.8
1,1.1,6,0,7.3
1,2,9.5,0,10.8
2,0.9,6,0,7.3
1,10.5,30,0,31.3
1,3.6,13.5,2.95,17.75
1,1.7,8.5,0,9.8
1,1.6,8,1.85,11.15
2,10.6,30,0,31.3
2,4.9,18,3.95,23.75
1,1.5,7.5,3,11.8
2,4.9,20.5,0,21.8
1,0.7,4.5,0,6.3
3,9.8,30,6.25,37.55
1,15,46,9.45,56.75
2,1.9,8.5,1.95,11.75
1,13,40,5,46.8
2,0.8,5.5,1.35,8.15
1,0.9,4.5,0,5.8
1,2.1,10,3,14.3
1,7.3,23.5,0,24.8
1,0.9,6,0,7.3
2,0.8,4,0,5.3
1,2.4,11.5,3.8,16.6
1,1.6,7.5,0,8.8
1,11.5,35,0,36.3
2,0.8,6,0,7.3
3,9.7,34.5,0,35.8
1,0.9,7,0,8.3
3,0.8,4.5,1.15,6.95
3,5.5,17,0,18.3
1,3.5,14,0,15.3
1,1.1,5.5,1.35,8.15
1,4.5,17,0,18.3
2,16,49,0.01,50.31
1,10.1,36.5,7.45,44.75
1,0.4,3.5,0,4.8
1,1.9,10,0,11.3
1,1.1,6.5,1.55,9.35
1,3.6,16,3.46,20.76
1,3.5,14.5,3.15,18.95
1,4.4,14,0,15.3
1,0.9,5,0,6.3
1,6.7,21.5,4.55,27.35
2,1.8,9,0,10.3
1,1.4,7,1.65,9.95
3,6.8,23,2,26.3
1,1.4,6.5,0,7.8
1,2,10,0,11.3
2,1.6,7,0,8.3
1,2.5,9.5,2.15,12.95
1,0.4,3.5,0,4.8
1,1.5,8.5,0,9.8
1,1.2,7.5,0,8.8
1,3.4,14.5,3.15,18.95
1,0.5,4.5,0,5.8
1,8.3,28,2,31.3
1,1.4,8,0,9.3
1,2.2,10,2.25,13.55
3,0.7,4.5,1.45,7.25
1,3.8,15,0,16.3
1,0.9,5.5,0,6.8
1,1.5,7.5,1.76,10.56
1,1.1,5.5,0,6.8
2,11.4,32,6.65,39.95
1,2,9.5,0,10.8
1,4.2,14.5,0,15.8
1,3.6,13,2.85,17.15
1,1.1,6,1.45,8.75
1,2.9,12,2.65,15.95
1,4.9,16.5,0,17.8
1,2.8,12.5,0,13.8
1,5.6,20.5,5.45,27.25
2,1.7,10,0,11.3
1,1.2,6.5,2.3,10.1
2,22.8,61,0,67.84
1,2.3,11.5,0,12.8
1,0.6,4.5,0,5.8
2,2.8,9.5,2.2,13
1,5.6,3,0,4.3
1,3.7,15,0,16.3
2,5.5,21.5,0,22.8
1,1.4,8,3,12.3
1,1.7,9,0,10.3
2,3.6,15.5,0,16.8
1,7.7,25,5.25,31.55
3,10.6,33,6,45.84
1,1.2,7,0,8.3
1,3.2,11.5,0,12.8
1,6.4,21,0,22.3
3,0.9,5,0,6.3
1,4.2,18,4,23.3
1,4,13,0,14.3
2,1.4,6.5,0,7.8
1,3.1,11,0,12.3
1,1.3,6.5,1.2,9
1,8.6,28,7.3,36.6
1,1.8,8.5,2,11.8
2,0.6,4.5,0,5.8
1,1,6.5,0,7.8
1,1.3,7,0,8.3
1,3.1,13.5,0,14.8
2,2.7,10,0.7,12
2,2.3,10,2.8,14.1
1,15.7,50.5,0,57.34
1,0.6,5,0,6.3
1,4,15.5,3,19.8
1,1.6,9,0,10.3
1,2.3,10,0,11.3
1,2.8,12,0,13.3
1,5.2,16,3,25.84
1,3.2,16,3.45,20.75
1,0.8,5,0,6.3
2,1.7,9,0,10.3
1,1.9,11,0,12.3
2,0.8,4.5,0,5.8
1,5.9,22,0,23.3
1,5.3,16,0,17.3
4,5.8,20.5,0,21.8
1,3.4,13.5,5,19.8
2,4.6,18,5.75,25.05
2,2,9.5,2.15,12.95
2,3.9,16,3.45,20.75
1,1.5,9,2.55,12.85
1,2.8,12,0,13.3
1,1.2,7,0,8.3
1,2.1,11,3.65,15.95
1,1.8,9,2.05,12.35
1,9.3,20,0,20
1,5.7,20,6.35,27.65
1,1.4,0,0,0
1,0.5,4.5,1.15,6.95
1,2.8,11,0,12.3
1,8.9,26.5,0,27.8
1,0.8,5,0,6.3
1,1.4,7.5,0,8.8
4,2.3,11,0,12.3
1,1.2,7.5,0,8.8
3,2.6,9.5,0,10.8
